wa_inventory_id,generic_strain_id,first_rtl_sale,latest_rtl_sale,wholesale_cogs,ttl_rtl_sales,units_sold
6033484270019444,17,2015-11-07,2015-12-18,520.00,935.77,47
6033356330006506,17,2015-08-29,2015-08-29,430.08,1408.53,256
6033356330006626,17,2015-08-29,2015-08-29,243.60,797.80,145
6033613870001528,17,2015-08-08,2015-12-03,177.75,390.30,75
6033764960004956,17,2015-08-29,2016-01-30,612.50,1592.24,50
6033764960004955,17,2015-08-13,2015-10-08,175.00,514.93,50
6033764960004961,17,2015-08-25,2015-10-09,357.00,570.47,88
6033764960004962,17,2015-10-03,2015-10-16,112.00,194.57,8
6033356330006757,17,2015-08-29,2015-08-29,171.36,561.21,102
6033466510002035,17,2015-08-13,2015-09-02,261.00,680.11,116
6033573790000669,17,2015-08-26,2015-09-11,1036.88,2160.41,79
6033152490005877,17,2015-08-21,2015-09-16,112.00,317.23,8
6033466510002044,17,2015-08-14,2015-08-15,279.56,632.93,58
6033152490005893,17,2015-09-08,2015-09-17,280.00,672.40,5
6033466510002045,17,2015-08-21,2015-09-23,412.11,1166.24,171
6033152490005886,17,2015-08-27,2015-10-21,224.00,596.54,8
6033764960005128,17,2015-08-17,2015-09-04,560.00,926.93,5
6033764960005125,17,2015-08-16,2015-08-31,400.00,982.27,97
6033764960005126,17,2015-08-16,2015-08-26,392.00,895.85,29
6033764960005127,17,2015-08-18,2015-08-24,196.00,351.48,6
6026621400000465,17,2015-08-28,2015-09-05,60.00,124.47,15
6026621400000464,17,2015-08-24,2015-09-10,628.00,1559.39,155
6033484270019417,17,2015-10-30,2015-11-14,260.00,549.47,23
6033484270019419,17,2015-10-30,2016-01-23,534.87,1475.76,37
6033484270019415,17,2015-10-29,2015-12-02,590.45,2523.31,185
6033764960005373,17,2015-09-07,2016-04-24,95.00,237.89,50
6033564920003608,17,2015-09-03,2015-09-18,47.50,120.70,5
6033466510002075,17,2015-09-02,2015-09-22,1352.01,3783.31,562
6033613870001876,17,2015-09-22,2015-10-14,27.50,75.46,11
6033764960005451,17,2015-09-01,2016-02-01,350.00,570.52,98
6033356330007393,17,2015-09-21,2016-07-23,320.00,629.10,35
6033466510002081,17,2015-09-05,2015-09-13,780.00,1792.85,130
6033497050002684,17,2015-12-11,2015-12-28,96.25,205.60,5
6033564940002120,17,2016-07-29,2016-11-12,275.00,970.48,100
6033497050002683,17,2015-12-11,2016-01-09,315.00,693.56,30
6033497050002685,17,2015-12-11,2015-12-16,90.00,215.27,29
6033466510002082,17,2015-09-14,2015-10-01,1200.00,2738.22,200
6033466510002083,17,2015-09-14,2015-10-06,226.80,619.25,105
6033764960005694,17,2015-09-20,2015-11-01,375.00,934.22,250
6033466510002089,17,2015-09-22,2015-10-08,1122.00,2555.56,187
6033466510002088,17,2015-09-23,2015-10-02,651.00,1389.69,31
6033240110007046,17,2015-09-26,2016-10-21,675.00,1132.10,151
6033240110007047,17,2015-10-02,2017-01-25,540.00,918.69,59
6033240110007049,17,2016-06-03,2016-06-03,29.75,47.78,1
6033564920003706,17,2015-10-01,2015-10-16,50.00,119.28,10
6033240110007089,17,2015-10-16,2015-12-14,17.00,561.10,17
6033240110007079,17,2015-10-02,2016-07-18,7.00,10.25,7
6033240110007073,17,2015-09-26,2016-07-24,650.00,988.68,198
6033240110007088,17,2015-10-13,2015-11-30,4.50,443.71,40
6033240110007082,17,2016-05-06,2016-06-24,136.00,218.41,8
6033497050001983,17,2015-10-22,2015-11-17,39.35,85.80,5
6033497050002001,17,2015-10-07,2015-11-21,560.00,1088.45,40
6033240110007291,17,2015-10-03,2015-10-26,7.00,9.66,7
6033497050002028,17,2015-10-04,2015-12-09,448.00,1034.02,114
6033497050002033,17,2015-10-02,2015-10-02,490.00,823.60,10
6033497050002034,17,2015-10-02,2015-10-07,728.00,1192.85,8
6033240110007270,17,2015-10-03,2016-03-20,162.50,393.74,50
6033497050002043,17,2015-10-06,2015-10-06,2.00,2.74,2
6033764960006053,17,2015-10-17,2015-11-08,150.00,322.48,48
6033764960006021,17,2015-10-07,2016-03-26,150.00,369.60,50
6033240110007383,17,2015-10-14,2016-04-02,816.00,1247.64,48
6033240110007393,17,2015-10-08,2015-12-15,325.00,678.49,100
6033240110007385,17,2015-10-17,2016-01-15,280.00,433.46,5
6033240110007384,17,2015-11-02,2016-02-07,297.50,416.40,10
6033240110007382,17,2015-10-11,2015-12-06,450.00,734.38,101
6033764960006107,17,2015-10-09,2015-11-15,300.00,621.31,100
6033564920003793,17,2015-10-13,2016-01-01,50.00,103.20,10
6033484270019435,17,2015-10-31,2016-09-03,550.00,1020.34,50
6033484270019400,17,2015-10-29,2016-03-07,325.00,774.76,100
6033484270020034,17,2015-11-07,2016-02-13,175.00,399.46,50
6033484270020031,17,2015-11-07,2016-03-25,300.00,603.06,25
6033764960006159,17,2015-10-09,2015-12-31,600.00,1050.91,200
6033613870002471,17,2015-10-15,2016-01-06,81.25,202.72,24
6033466510002122,17,2015-10-12,2015-11-03,271.68,704.07,126
6033240110007624,17,2015-10-19,2015-11-03,300.00,511.92,50
6033579330000112,17,2015-10-20,2015-11-16,196.00,455.05,8
6033579330000111,17,2015-10-24,2015-11-13,196.00,494.24,16
6033579330000133,17,2015-11-01,2016-07-25,240.00,753.02,75
6033579330000110,17,2015-10-20,2015-12-23,175.00,504.31,50
6033579330000113,17,2015-10-27,2015-10-27,196.00,345.92,2
6026621400000609,17,2015-10-21,2015-12-10,200.00,509.89,50
6026621400000611,17,2015-10-24,2015-12-19,200.00,365.10,50
6026621400000610,17,2015-10-20,2015-12-23,350.00,852.38,25
6033497050002190,17,2015-10-22,2015-11-25,900.00,2052.00,300
6033497050002191,17,2015-10-22,2016-03-11,2100.00,4069.80,204
6033240110007752,17,2015-11-08,2016-03-13,75.00,334.89,50
6033764960006672,17,2015-10-24,2016-11-27,275.00,433.98,72
6033466510002148,17,2015-10-26,2016-01-23,1020.00,2707.56,170
6033466510002147,17,2015-10-26,2015-10-30,308.00,621.08,16
6033484270019180,17,2015-10-30,2015-11-08,305.91,493.92,103
6033484270019185,17,2015-10-26,2016-01-11,2079.00,4462.40,100
6033484270019179,17,2015-10-24,2015-12-23,2975.00,6825.08,502
6033484270019181,17,2015-10-24,2016-02-14,2664.04,4774.46,891
6033484270019183,17,2015-10-26,2016-04-28,2080.00,4109.96,200
6033484270019184,17,2015-10-26,2016-07-04,2200.00,4995.37,201
6033484270019182,17,2015-10-24,2015-12-24,2080.00,4753.52,200
6033579330000139,17,2015-10-30,2015-12-06,245.00,634.81,20
6033579330000144,17,2015-11-12,2016-01-09,245.00,589.88,10
6033466510002152,17,2015-10-26,2015-12-10,723.00,2037.70,301
6033466510002153,17,2015-10-28,2015-12-11,723.00,2033.70,299
6033484270019228,17,2015-10-25,2015-11-20,600.00,1368.00,202
6033484270019214,17,2015-10-27,2016-07-04,1100.00,2522.33,99
6033484270019218,17,2015-10-26,2015-12-10,1716.00,2803.52,529
6033484270019226,17,2015-10-25,2015-11-23,1050.00,2052.00,102
6033484270019213,17,2015-10-28,2016-07-31,880.00,2023.72,40
6033466510002149,17,2015-10-26,2015-12-10,1024.25,2887.61,430
6033240110007789,17,2015-11-04,2015-11-10,225.00,518.32,152
6033484270019231,17,2015-11-09,2016-05-21,884.00,1657.93,272
6033484270019303,17,2015-10-28,2015-11-09,600.00,1505.96,100
6033484270019239,17,2016-01-21,2016-03-19,380.16,698.71,128
6033484270019301,17,2015-10-27,2015-10-30,525.00,1225.69,50
6033484270019261,17,2015-10-27,2015-11-12,1456.00,3127.94,452
6033484270019288,17,2015-10-26,2015-11-04,2912.00,5421.43,896
6033484270019300,17,2015-11-04,2015-11-18,696.00,1805.54,236
6033484270019317,17,2015-11-04,2015-11-18,228.00,576.75,74
6033484270020104,17,2015-12-23,2016-02-03,420.00,967.27,35
6033466510002158,17,2015-10-28,2015-12-08,388.01,1100.76,162
6033484270019299,17,2015-10-27,2015-11-28,726.00,1874.36,238
6033484270019305,17,2015-10-27,2015-11-02,600.00,1510.57,102
6033484270019235,17,2015-10-26,2015-12-31,487.50,1097.46,148
6033484270019449,17,2015-11-10,2016-01-23,600.00,1539.76,50
6033484270019306,17,2015-11-03,2015-11-14,1200.00,3020.37,200
6033484270019304,17,2015-12-06,2016-01-07,175.00,514.50,50
6033484270019298,17,2015-10-27,2015-12-17,1350.00,3477.08,456
6033484270019825,17,2015-11-09,2016-01-07,350.00,1019.99,100
6033484270019327,17,2015-10-29,2015-12-25,32.50,86.00,11
6033484270019328,17,2015-10-27,2015-12-24,798.00,1814.16,76
6033484270019318,17,2015-10-26,2015-12-15,312.00,694.29,104
6033484270019319,17,2015-10-26,2015-12-24,1008.00,2298.35,345
6033484270019352,17,2015-11-19,2015-11-22,650.00,1342.03,201
6033484270019341,17,2015-11-08,2015-11-28,286.00,585.31,25
6033484270019353,17,2015-11-08,2015-11-25,264.00,561.42,24
6033579330000165,17,2015-10-30,2015-12-01,43.75,88.06,26
6033764960006824,17,2015-11-05,2015-12-15,275.00,409.69,100
6033579330000169,17,2015-11-08,2015-11-14,245.00,559.37,10
6033240110007867,17,2015-11-02,2015-11-02,5.00,5.01,5
6033240110007863,17,2015-11-19,2015-12-24,262.50,409.28,4
6033484270019402,17,2015-10-28,2015-11-06,825.00,2032.51,77
6033579330000168,17,2015-10-30,2015-11-15,245.00,664.43,20
6033579330000166,17,2015-11-04,2015-11-14,43.75,85.55,25
6033240110007866,17,2015-11-11,2016-02-21,1266.00,2658.91,154
6033240110007862,17,2015-11-28,2016-01-13,525.00,968.60,5
6033240110007864,17,2015-11-04,2015-11-29,195.02,391.51,7
6033240110007865,17,2015-11-11,2016-02-01,1273.60,2673.64,80
6033484270019377,17,2015-10-29,2015-12-28,292.50,741.88,91
6033484270019487,17,2015-11-24,2015-12-10,32.50,68.71,10
6033484270019798,17,2015-12-31,2016-08-19,275.00,521.96,25
6033484270019497,17,2015-11-07,2016-03-23,2274.00,5355.52,200
6033240110007922,17,2015-11-12,2015-11-13,75.00,170.50,50
6033484270019494,17,2016-01-03,2016-03-23,312.00,775.68,96
6033484270020041,17,2015-11-25,2015-12-11,39.00,82.47,12
6033484270019496,17,2016-01-03,2016-03-02,967.30,2293.00,85
6033484270019488,17,2015-11-04,2015-11-23,325.00,681.52,103
6033484270019436,17,2015-10-31,2016-02-22,1113.00,2313.74,100
6033764960006836,17,2015-11-05,2015-11-06,2.00,3.09,3
6033484270019437,17,2015-10-31,2015-11-09,636.00,1346.83,200
6033764960006850,17,2015-11-06,2015-11-12,2.00,6.18,3
6033484270020035,17,2015-12-04,2015-12-11,81.25,170.78,25
6033484270019482,17,2015-12-08,2016-09-06,825.00,1434.75,74
6033484270019464,17,2015-11-19,2015-12-31,275.00,560.29,24
6033484270019495,17,2016-01-06,2016-02-14,175.50,434.02,54
6033484270019812,17,2015-11-04,2016-04-01,650.00,1394.17,200
6033484270019476,17,2015-11-09,2015-12-30,1137.50,2685.56,351
6033484270019506,17,2015-11-08,2015-11-19,333.90,716.39,30
6033484270020452,17,2015-11-19,2015-12-29,260.00,594.88,25
6033484270020458,17,2016-01-05,2016-01-07,124.95,229.32,21
6033484270019972,17,2016-01-07,2016-04-06,612.85,1262.52,98
6033484270019505,17,2015-11-08,2015-11-14,159.00,370.39,50
6033484270019628,17,2015-11-14,2015-12-10,297.50,682.52,50
6033240110007949,17,2015-11-30,2016-01-18,288.00,312.28,7
6033240110007950,17,2015-11-06,2016-01-26,250.00,300.20,26
6033484270020074,17,2016-04-23,2016-04-29,214.20,382.20,35
6033484270019501,17,2015-11-19,2016-03-23,1137.50,2751.94,354
6033484270020000,17,2016-02-17,2016-04-26,833.00,1644.32,139
6033240110007995,17,2015-10-31,2016-04-02,500.00,990.31,100
6033484270019638,17,2015-11-05,2016-02-05,350.00,711.49,100
6033240110007994,17,2015-11-01,2016-02-01,729.00,1443.74,48
6033484270019647,17,2015-11-12,2016-03-25,918.75,1648.53,75
6026621400000692,17,2015-11-04,2016-05-11,384.00,819.28,96
6026621400000695,17,2015-11-02,2015-12-23,148.00,302.93,37
6033484270019811,17,2015-11-06,2015-12-22,562.25,1303.55,173
6033484270019808,17,2015-11-20,2015-11-26,998.00,2035.17,99
6033484270021018,17,2015-12-03,2016-01-01,1875.00,943.12,50
6033484270020686,17,2015-12-10,2015-12-23,475.00,914.66,37
6033764960006987,17,2017-07-18,2017-07-18,2.00,2.72,2
6033579330000137,17,2015-10-30,2016-02-09,350.00,1047.77,50
6033579330000167,17,2015-10-30,2015-11-15,350.00,951.95,49
6033484270019917,17,2015-11-05,2016-01-14,450.00,1248.71,75
6033466510002194,17,2015-11-09,2015-11-19,385.00,827.59,20
6033484270019918,17,2015-11-05,2016-03-05,450.00,1243.24,75
6033484270019976,17,2015-11-13,2015-11-30,133.00,261.44,38
6033466510002216,17,2015-11-06,2015-12-06,182.00,387.04,16
6033484270019978,17,2015-12-16,2015-12-20,447.20,1027.27,43
6033466510002217,17,2016-01-07,2016-01-18,168.00,345.52,4
6033466510002219,17,2015-11-10,2015-12-14,252.00,539.04,12
6033484270019958,17,2015-11-10,2015-12-21,87.75,219.77,27
6033466510002218,17,2015-11-06,2015-11-09,91.00,193.48,28
6033497050002626,17,2015-12-03,2015-12-26,137.50,293.08,11
6033484270020021,17,2015-11-08,2015-12-05,175.00,392.70,50
6033497050002624,17,2015-12-22,2015-12-24,62.50,134.76,5
6033484270019996,17,2015-11-11,2015-12-20,262.50,534.64,71
6033497050002601,17,2015-12-23,2015-12-23,50.00,95.38,2
6033484270020075,17,2015-11-09,2016-08-12,918.75,1690.02,68
6033484270020058,17,2015-12-04,2016-07-10,119.76,223.16,12
6033497050002631,17,2015-12-07,2015-12-18,187.50,400.81,15
6033497050002600,17,2015-12-24,2015-12-25,37.50,78.09,3
6033484270020005,17,2015-11-27,2015-11-28,93.60,215.01,9
6033497050002618,17,2015-12-16,2015-12-17,75.00,140.39,3
6033484270020027,17,2015-11-18,2016-07-11,878.24,1481.64,88
6033497050002629,17,2015-12-07,2015-12-21,100.00,240.71,9
6033497050002625,17,2015-12-11,2015-12-22,200.00,381.54,8
6033497050002617,17,2015-12-03,2015-12-19,62.50,188.29,7
6033484270020076,17,2015-11-06,2015-12-06,140.00,328.24,42
6033497050002630,17,2015-12-04,2015-12-20,300.00,663.88,14
6033484270020078,17,2015-11-21,2015-12-05,66.00,150.04,11
6033484270020226,17,2015-11-10,2015-11-20,448.50,829.74,137
6033484270020229,17,2015-12-05,2016-01-04,182.00,421.04,58
6033484270020269,17,2015-11-12,2015-11-20,42.00,82.56,12
6033484270020283,17,2015-11-14,2015-12-14,600.00,1196.48,50
6033484270020308,17,2015-11-21,2017-06-20,112.50,225.92,30
6033484270020019,17,2015-11-14,2015-12-16,194.00,650.99,25
6033484270020352,17,2015-11-15,2015-12-15,700.00,1412.07,100
6033240110008187,17,2015-12-31,2016-01-05,750.00,1699.60,499
6033484270020415,17,2015-11-28,2016-04-04,275.00,582.10,24
6033240110008233,17,2015-11-21,2016-05-16,450.00,978.94,100
6033497050002641,17,2016-01-08,2016-02-07,350.00,945.02,51
6033497050002783,17,2016-01-05,2016-03-25,1300.00,3270.74,100
6033240110008232,17,2015-11-17,2016-01-31,768.00,1442.53,48
6033579330000202,17,2015-11-13,2015-12-04,131.25,258.02,76
6033579330000203,17,2015-11-13,2016-01-06,131.25,267.58,81
6033497050002656,17,2016-02-07,2016-04-02,700.00,1751.53,100
6033240110008231,17,2015-11-15,2016-02-15,1260.00,2101.80,45
6033484270020575,17,2015-11-22,2016-01-06,550.00,1201.41,52
6033579330000214,17,2015-11-21,2015-11-23,43.75,85.76,25
6033579330000215,17,2015-11-21,2015-11-25,43.75,85.45,25
6033564940000699,17,2015-11-20,2015-12-09,412.49,494.04,74
6033564940000701,17,2016-05-03,2016-07-18,462.50,918.62,25
6033564940000702,17,2015-11-20,2016-02-19,808.92,1724.63,84
6033564940000703,17,2015-11-20,2016-02-06,1540.00,2951.08,81
6033564940000700,17,2015-11-27,2016-10-16,1750.00,3404.10,204
6004560270001914,17,2015-12-10,2015-12-17,420.00,818.26,40
6033466510002351,17,2015-11-18,2016-01-05,300.00,604.80,51
6033466510002356,17,2016-01-05,2016-06-12,206.75,671.89,73
6033484270020757,17,2015-12-13,2015-12-28,666.40,229.20,12
6033564940000718,17,2015-11-19,2016-02-25,115.56,248.28,14
6033484270020763,17,2015-12-19,2016-05-26,180.00,363.12,12
6033564940000719,17,2015-11-24,2016-01-14,385.00,756.62,20
6033497050002542,17,2015-11-23,2016-01-04,550.00,1123.81,208
6033564940000721,17,2015-12-05,2016-02-06,38.52,70.69,4
6033466510002415,17,2016-01-20,2016-03-22,1000.00,1698.22,500
6033466510002409,17,2016-02-01,2016-03-22,245.00,675.30,10
6033564940000722,17,2015-11-20,2015-12-12,825.00,1939.90,151
6033466510002408,17,2016-02-19,2016-03-25,294.00,798.11,21
6033466510002410,17,2016-03-03,2016-04-27,539.00,1315.82,11
6033466510002412,17,2016-03-03,2016-05-21,608.00,1872.43,156
6033466510002411,17,2016-02-19,2016-04-04,602.00,1805.25,86
6033564940000723,17,2015-11-20,2015-12-12,412.50,1553.73,231
6033564940000963,17,2016-02-06,2016-02-11,270.00,527.26,54
6033564940000736,17,2015-12-05,2016-01-08,1260.00,2365.23,21
6033466510002432,17,2015-12-01,2015-12-10,360.00,728.83,150
6033484270020906,17,2015-11-28,2016-02-12,300.00,529.21,16
6033466510002431,17,2015-12-02,2015-12-10,315.00,682.19,20
6033466510002434,17,2015-12-30,2016-01-09,480.00,731.29,200
6033564940000734,17,2015-11-29,2016-03-23,357.50,896.70,144
6033466510002433,17,2015-12-02,2015-12-12,756.00,1534.53,90
6033593530000862,17,2015-12-10,2016-01-29,784.00,1337.84,28
6033564940000735,17,2016-02-08,2016-02-28,565.00,1095.06,113
6033564940000790,17,2016-02-06,2016-02-10,175.00,338.84,35
6033466510002447,17,2015-11-25,2015-12-11,577.50,1231.41,30
6033466510002450,17,2015-11-24,2015-12-03,265.29,580.41,130
6033593530000889,17,2015-11-27,2015-12-31,440.00,755.04,22
6033240110008494,17,2015-11-24,2016-01-28,243.75,712.49,75
6033484270021002,17,2015-11-27,2015-11-28,350.00,686.36,50
6033240110008499,17,2015-11-23,2015-11-25,7.50,10.30,10
6033484830001538,17,2015-11-24,2016-01-09,500.00,1012.78,99
6033240110008544,17,2015-11-26,2016-02-26,288.00,573.34,16
6033240110008542,17,2015-11-26,2016-02-13,500.00,1002.58,100
6033240110008543,17,2015-11-29,2015-12-21,475.00,883.87,50
6033564940000774,17,2015-11-30,2016-09-19,88.00,205.98,32
6033579330000267,17,2015-12-01,2016-02-28,175.00,507.12,50
6033466510002474,17,2016-05-15,2016-05-25,600.00,1436.11,303
6033579330000392,17,2016-01-03,2016-02-07,330.00,739.23,50
6033579330000260,17,2015-11-30,2016-01-02,175.00,537.28,52
6033579330000393,17,2016-01-01,2016-01-29,569.00,1320.39,50
6033579330000254,17,2015-12-04,2016-01-10,175.00,488.63,25
6033564940000773,17,2015-11-29,2016-05-17,104.50,199.67,31
6033564940000775,17,2015-11-29,2015-12-27,540.00,1013.67,9
6033564940000772,17,2015-12-08,2015-12-21,306.25,561.58,34
6033466510002485,17,2016-01-23,2016-01-30,2240.00,3812.41,1118
6033466510002489,17,2015-12-02,2015-12-23,262.50,504.31,75
6033466510002488,17,2015-12-07,2016-02-28,284.37,517.23,25
6033579330000291,17,2015-12-01,2015-12-14,131.25,251.37,74
6033579330000292,17,2015-12-01,2015-12-12,131.25,243.51,72
6033564940000784,17,2015-12-28,2016-05-22,537.00,1145.52,180
6033497050002644,17,2015-12-04,2015-12-16,175.00,413.25,25
6033564940000785,17,2015-12-20,2016-02-15,1470.00,3013.70,182
6033564940000792,17,2015-12-16,2016-02-06,962.50,1472.96,43
6033564920004206,17,2015-12-10,2015-12-18,35.00,82.72,8
6033564940000791,17,2015-12-08,2015-12-20,1496.25,2836.64,173
6033240110008624,17,2015-12-11,2016-01-30,729.60,1467.26,48
6033564920004249,17,2015-12-14,2015-12-27,60.00,119.89,11
6033564920004231,17,2015-12-06,2015-12-13,197.50,435.78,50
6033579330000302,17,2015-12-06,2016-01-09,175.00,471.83,50
6033564940000799,17,2015-12-13,2016-05-10,300.00,631.18,99
6033579330000303,17,2015-12-05,2015-12-30,300.00,683.67,50
6033564940001602,17,2016-10-13,2016-12-05,238.00,911.13,33
6033497050002664,17,2015-12-23,2016-01-03,600.00,1144.81,50
6033564940003117,17,2016-10-16,2017-01-03,137.50,490.28,50
6033564940003120,17,2016-10-15,2016-12-01,119.00,469.37,17
6033564940003119,17,2016-10-12,2017-01-22,250.00,826.00,100
6033484270020677,17,2015-12-05,2015-12-14,64.00,368.64,18
6033466510002577,17,2015-12-12,2016-01-16,256.50,692.91,114
6033564940000815,17,2015-12-15,2016-04-25,275.00,681.88,100
6004560270001887,17,2015-12-20,2015-12-28,281.25,495.24,76
6033564920004307,17,2015-12-25,2016-01-15,224.00,518.40,8
6033497050002718,17,2016-01-07,2016-01-26,250.00,672.83,100
6033564940000816,17,2015-12-15,2016-01-18,275.00,678.49,50
6033564920004306,17,2015-12-29,2016-01-03,196.00,495.22,14
6033564940000830,17,2016-01-12,2016-02-27,481.50,962.43,54
6033564940000828,17,2016-06-18,2016-06-20,40.00,81.98,20
6033564940000829,17,2016-02-23,2017-03-07,866.25,1711.08,105
6033466510002608,17,2016-02-10,2016-04-09,994.00,2699.93,71
6033466510002607,17,2016-04-09,2016-04-29,826.00,1842.47,58
6033466510002603,17,2016-02-01,2016-05-04,1862.00,3725.20,37
6033466510002604,17,2016-02-12,2016-05-04,1323.00,2972.76,28
6033466510002605,17,2016-02-13,2016-04-10,808.50,2194.39,33
6033466510002606,17,2016-02-15,2016-05-04,759.50,2052.51,33
6033466510002615,17,2016-03-26,2016-04-26,112.00,294.70,16
6033466510002611,17,2016-04-22,2016-05-26,315.00,744.74,45
6033466510002613,17,2016-05-23,2016-06-09,2024.00,4798.21,507
6033466510002609,17,2016-04-23,2016-05-26,2800.00,6808.06,400
6033466510002614,17,2016-02-09,2016-05-23,1612.00,4136.50,408
6033466510002610,17,2016-02-09,2016-04-22,413.00,1214.37,60
6033564940000857,17,2015-12-24,2016-02-05,2300.00,1668.44,46
6033466510002617,17,2016-02-09,2016-06-10,2228.00,5524.82,1122
6033466510002616,17,2016-02-11,2016-06-03,1404.00,3867.09,707
6033579330000325,17,2015-12-20,2016-01-24,131.25,293.63,74
6033579330000331,17,2015-12-20,2016-05-28,238.00,512.70,18
6033564920004358,17,2015-12-21,2015-12-24,8.00,20.73,4
6033579330000318,17,2015-12-30,2016-02-06,234.50,570.18,10
6033579330000314,17,2015-12-22,2016-05-16,357.00,873.26,29
6033579330000343,17,2015-12-22,2016-02-19,131.25,277.98,80
6033579330000335,17,2016-01-05,2016-02-11,117.25,277.66,5
6033564940000873,17,2015-12-24,2016-04-27,3972.50,7360.86,449
6004560270002042,17,2015-12-21,2015-12-22,236.25,499.31,15
6004560270002041,17,2015-12-21,2015-12-26,135.00,309.91,30
6033579330000361,17,2015-12-25,2016-01-10,445.00,1014.96,50
6033579330000364,17,2015-12-26,2016-01-09,385.00,870.97,25
6033579330000367,17,2015-12-25,2016-06-28,304.50,567.31,10
6033579330000353,17,2015-12-26,2016-01-16,200.00,487.83,99
6033564940000888,17,2016-02-05,2016-05-24,180.00,369.04,58
6033564940000889,17,2016-01-03,2016-04-15,3622.50,6990.04,422
6004560270002067,17,2016-01-02,2016-02-23,450.00,953.32,100
6004560270002066,17,2016-01-02,2016-02-21,787.50,1508.25,50
6033484270022705,17,2015-12-31,2016-01-12,990.00,1943.92,67
6033564940000905,17,2016-01-17,2016-05-25,300.00,671.05,105
6033484270022724,17,2016-01-11,2016-02-06,299.00,665.69,23
6033484270022707,17,2016-01-01,2016-03-02,1050.00,2573.79,75
6033484270022704,17,2016-01-01,2016-01-13,150.00,337.69,10
6033564940000903,17,2016-02-04,2016-05-06,60.00,126.67,19
6033484270022701,17,2016-01-10,2016-01-12,150.00,270.00,10
6033564940000908,17,2016-01-16,2016-04-11,52.50,118.74,7
6033564940000911,17,2016-01-16,2016-09-09,3806.25,7075.89,428
6033484270022731,17,2016-01-12,2016-02-06,2010.00,4015.34,136
6033484270022733,17,2016-01-05,2016-01-22,195.00,464.10,14
6033484270022730,17,2016-01-10,2016-01-12,45.00,69.61,3
6033466510002716,17,2016-01-06,2016-01-31,130.00,249.02,40
6033579330000404,17,2016-01-17,2016-03-29,140.00,320.68,18
6033497050002858,17,2016-01-06,2016-02-22,540.00,1027.51,45
6028105730001007,17,2016-01-08,2016-02-13,250.00,629.83,25
6028105730001008,17,2016-01-08,2016-02-24,150.00,444.27,23
6028105730001000,17,2016-01-08,2016-07-23,550.00,1289.21,50
6033579330000412,17,2016-01-30,2016-03-19,59.50,170.20,6
6033579330000413,17,2016-01-26,2016-03-13,172.50,410.41,21
6033564940000925,17,2016-06-13,2016-10-29,400.00,986.87,100
6033579330000427,17,2016-01-14,2016-03-05,735.00,1784.35,50
6033579330000426,17,2016-01-14,2016-03-26,850.00,2063.89,102
6033564940000926,17,2016-01-08,2016-01-09,78.00,175.92,51
6033466510002732,17,2016-01-13,2016-02-13,229.08,640.91,104
6033564940000924,17,2016-03-19,2016-08-26,120.00,309.17,30
6028105730001012,17,2016-01-08,2016-02-05,1000.00,2179.57,100
6033564940000933,17,2016-06-15,2016-07-31,500.00,1214.65,51
6028105730001082,17,2016-01-09,2016-03-12,2000.00,3914.18,204
6033564940000932,17,2016-04-20,2016-04-26,200.00,472.18,99
6033564940000930,17,2016-02-05,2016-07-24,510.00,1102.84,170
6028105730001123,17,2016-02-10,2016-05-13,700.00,1414.62,70
6033564940001846,17,2016-06-30,2016-07-27,190.00,552.10,10
6033564940000941,17,2016-01-18,2016-04-27,687.50,1716.98,253
6033564940001340,17,2016-07-27,2016-09-29,250.00,829.38,100
6032874380000237,17,2016-01-13,2016-02-17,700.00,1156.44,80
6033564940001325,17,2016-06-15,2016-07-28,250.00,828.00,102
6033564940000945,17,2016-03-02,2016-04-26,568.75,1145.86,70
6032874380000231,17,2016-01-14,2016-03-05,437.50,1018.18,49
6033564940000960,17,2016-01-31,2016-02-27,481.50,855.11,49
6028105730001245,17,2016-01-20,2016-01-27,100.00,204.79,10
6028105730001246,17,2016-01-27,2016-04-05,120.00,245.75,20
6033564940000972,17,2016-01-15,2016-01-26,382.50,881.81,256
6028105730001287,17,2016-01-22,2016-01-23,500.00,1019.17,50
6004560270002099,17,2016-01-15,2016-02-16,500.00,949.43,100
6028105730001262,17,2016-01-16,2016-02-01,500.00,1222.46,52
6004560270002119,17,2016-01-19,2016-02-20,375.00,663.87,100
6028105730001276,17,2016-01-16,2016-01-29,1000.00,2027.97,100
6028105730001269,17,2016-01-24,2016-02-02,500.00,1077.15,50
6033564920004404,17,2016-01-21,2016-03-10,691.00,1638.46,51
6032874380000256,17,2016-01-28,2016-10-22,875.00,1393.99,100
6028105730001282,17,2016-01-16,2016-01-28,1000.00,1964.74,100
6033466510002786,17,2016-01-25,2016-02-07,81.00,226.70,25
6033564920004403,17,2016-01-19,2016-02-24,395.00,958.28,100
6004560270002194,17,2016-01-30,2016-02-10,1360.00,2732.31,85
6004560270002207,17,2016-02-02,2016-02-04,400.00,770.98,25
6004560270002208,17,2016-02-09,2016-02-10,96.00,193.56,6
6033466510002778,17,2016-01-28,2016-03-06,500.00,1374.17,100
6032874380000250,17,2016-01-24,2016-03-28,250.00,412.87,100
6033564940000992,17,2016-06-15,2016-08-19,500.00,1226.04,51
6033564940000993,17,2016-03-30,2016-09-09,160.00,397.84,40
